ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	description	entrezgene_id	gene_biotype
ENSG00000000003	1307.84260959672	-0.06753886999824887	0.0935751750615335	-0.7217605519181388	0.4704417065962315	0.5806585300455048	TSPAN6	tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]	7105	protein_coding
ENSG00000000419	3003.9750850549885	-0.07070253336069941	0.08441034300946001	-0.837605094825591	0.40225253049059845	0.515058681565934	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]	8813	protein_coding
ENSG00000000457	604.3286218007283	0.08251588058705214	0.10830610565803572	0.7618765358214126	0.4461336954601995	0.5577476198116189	SCYL3	SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]	57147	protein_coding
ENSG00000000460	1282.4278478703288	0.7899749669881974	0.24066928867123802	3.282408700128451	0.0010292430955713533	0.003659795118124774	C1orf112	chromosome 1 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:25565]	55732	protein_coding
ENSG00000000971	970.4394076382317	0.041695800025809235	0.3114356717367997	0.13388254400429492	0.8934954538718735	0.9271504046954133	CFH	complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]	3075	protein_coding
ENSG00000001036	7033.956994070063	0.08012370658327041	0.04765294130350505	1.6814010718238082	0.09268503749359425	0.1611059413633637	FUCA2	alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]	2519	protein_coding
ENSG00000001084	51.83820903655047	0.326184714521675	0.39062554764437296	0.8350316984864361	0.40369986108924666	0.5165822305950403	GCLC	glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]	2729	protein_coding
ENSG00000001167	4582.393825663225	0.3716065644796628	0.15791915837057557	2.353144281630763	0.018615409420088085	0.04261691155664207	NFYA	nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]	4800	protein_coding
ENSG00000001460	414.1902866614364	-0.1781817615034112	0.1672937162818767	-1.0650834081728988	0.28683818682881485	0.39632234070065686	STPG1	sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]	90529	protein_coding
ENSG00000001461	3446.946436666629	0.13231013313308418	0.12323630057796309	1.0736295435076024	0.2829887509174727	0.39221595533740944	NIPAL3	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]	57185	protein_coding
ENSG00000001497	3852.8545559731856	-0.1424173085935493	0.13117395173684657	-1.0857133349101085	0.27760583915172904	0.3865726171365199	LAS1L	LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]	81887	protein_coding
ENSG00000001561	774.6815323631135	0.8719663785652395	0.2448102184676763	3.5618054835418165	3.6831322948244595e-4	0.0015158052928239542	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]	22875	protein_coding
ENSG00000001617	563.5929590133993	-0.3834485130493894	0.20175884288059429	-1.900528906563582	0.057363745228807286	0.10831031715977417	SEMA3F	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	6405	protein_coding
ENSG00000001629	4462.924546211755	0.10176809445574377	0.13482570704930366	0.7548122437698677	0.45036164639511655	0.5620698310454049	ANKIB1	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]	54467	protein_coding
ENSG00000001630	4896.777563508082	5.244012435352652e-4	0.07018519118322587	0.007471679348514706	0.9940385178722113	0.9961952514757526	CYP51A1	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]	1595	protein_coding
ENSG00000001631	788.1756159053456	1.1535196242543224	0.311003149434083	3.709028755346448	2.0805580090366534e-4	9.348343816867998e-4	KRIT1	KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]	889	protein_coding
