ensembl_gene_id	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	external_gene_name	description	entrezgene_id	gene_biotype
ENSG00000000003	1307.84260959672	0.028312938334730444	0.09370363831470808	0.30215409821804473	0.7625345940582543	0.8440998458112502	TSPAN6	tetraspanin 6 [Source:HGNC Symbol;Acc:HGNC:11858]	7105	protein_coding
ENSG00000000419	3003.9750850549885	-0.06949349067853532	0.08456138685083307	-0.8218111512423792	0.4111843861430801	0.5462354557362344	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic [Source:HGNC Symbol;Acc:HGNC:3005]	8813	protein_coding
ENSG00000000457	604.3286218007283	0.16290484520720994	0.1085904892473208	1.5001759945678594	0.1335688197683972	0.2326081608056655	SCYL3	SCY1 like pseudokinase 3 [Source:HGNC Symbol;Acc:HGNC:19285]	57147	protein_coding
ENSG00000000460	1282.4278478703288	0.39706776421041107	0.24103561113133593	1.6473406661642875	0.09948804363806607	0.18494845998023632	C1orf112	chromosome 1 open reading frame 112 [Source:HGNC Symbol;Acc:HGNC:25565]	55732	protein_coding
ENSG00000000971	970.4394076382317	0.11584283246059435	0.3115043046991615	0.3718819634690787	0.7099807346680036	0.8046293481879877	CFH	complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]	3075	protein_coding
ENSG00000001036	7033.956994070063	-0.013488207581776683	0.04782870110859625	-0.28201074394956643	0.7779352720515431	0.8552042098229459	FUCA2	alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]	2519	protein_coding
ENSG00000001084	51.83820903655047	-0.3291521548992647	0.39907715142364464	-0.8247832623969236	0.40949465080812153	0.544617273850479	GCLC	glutamate-cysteine ligase catalytic subunit [Source:HGNC Symbol;Acc:HGNC:4311]	2729	protein_coding
ENSG00000001167	4582.393825663225	0.44386002815551484	0.15794632912699302	2.8101952771478445	0.004951144917812922	0.016269389406244644	NFYA	nuclear transcription factor Y subunit alpha [Source:HGNC Symbol;Acc:HGNC:7804]	4800	protein_coding
ENSG00000001460	414.1902866614364	0.05004142365563411	0.16706387767982414	0.29953467111267396	0.7645321219207353	0.8452981419816188	STPG1	sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]	90529	protein_coding
ENSG00000001461	3446.946436666629	0.0688344974472551	0.12335823991430853	0.5580048604379518	0.5768410652023823	0.6963560262398178	NIPAL3	NIPA like domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25233]	57185	protein_coding
ENSG00000001497	3852.8545559731856	-0.1939549730430751	0.1312758865139447	-1.477460775117084	0.13955216533295792	0.24063891924076627	LAS1L	LAS1 like ribosome biogenesis factor [Source:HGNC Symbol;Acc:HGNC:25726]	81887	protein_coding
ENSG00000001561	774.6815323631135	0.8532668036219313	0.24500445595466383	3.482658306344525	4.96461591726654e-4	0.0023887042626931404	ENPP4	ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]	22875	protein_coding
ENSG00000001617	563.5929590133993	-0.17432146320079775	0.2016586069575996	-0.8644384974723657	0.38734705237744	0.5225338887065991	SEMA3F	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	6405	protein_coding
ENSG00000001629	4462.924546211755	0.09939122968579138	0.1348890782984614	0.7368367471966415	0.4612216333471061	0.5942676312514532	ANKIB1	ankyrin repeat and IBR domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22215]	54467	protein_coding
ENSG00000001630	4896.777563508082	0.24607519316832815	0.07012988285177876	3.5088493401367025	4.50049764309892e-4	0.0022067726765895874	CYP51A1	cytochrome P450 family 51 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2649]	1595	protein_coding
ENSG00000001631	788.1756159053456	1.245352228883572	0.3110606614411927	4.003567095606562	6.239449448231192e-5	4.2011686590932764e-4	KRIT1	KRIT1 ankyrin repeat containing [Source:HGNC Symbol;Acc:HGNC:1573]	889	protein_coding
ENSG00000002016	508.48722675798604	-0.07313834391018138	0.16771955706039787	-0.43607522695664747	0.6627821503148792	0.7665698532318533	RAD52	RAD52 homolog, DNA repair protein [Source:HGNC Symbol;Acc:HGNC:9824]	5893	protein_coding
ENSG00000002330	3943.5993230985973	-0.18317790102670733	0.10886443471186391	-1.682623912130091	0.09244791963729376	0.1745538659781959	BAD	BCL2 associated agonist of cell death [Source:HGNC Symbol;Acc:HGNC:936]	572	protein_coding
ENSG00000002549	5705.6785650759675	-0.16758993256798554	0.0790982552263087	-2.118756375706298	0.03411106123375462	0.07824482296244624	LAP3	leucine aminopeptidase 3 [Source:HGNC Symbol;Acc:HGNC:18449]	51056	protein_coding
ENSG00000002586	11169.898361745194	-0.27712447811340457	0.17791635785851992	-1.5576110114269286	0.11932548680865256	0.2136825610913041	CD99	CD99 molecule (Xg blood group) [Source:HGNC Symbol;Acc:HGNC:7082]	4267	protein_coding
ENSG00000002587	1282.6205029990542	0.759757829453192	0.2047480772527353	3.7106957957674407	2.0669036161012952e-4	0.0011410790202516195	HS3ST1	heparan sulfate-glucosamine 3-sulfotransferase 1 [Source:HGNC Symbol;Acc:HGNC:5194]	9957	protein_coding
ENSG00000002746	89.56040281415525	-0.012036601352932278	0.2936197417193475	-0.040993842179853496	0.9673008049659255	0.9810354427587521	HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]	23072	protein_coding
ENSG00000002822	2299.7016444966316	-0.2738001551283411	0.11568546792126197	-2.366763605215267	0.01794439034184251	0.04660832557955232	MAD1L1	mitotic arrest deficient 1 like 1 [Source:HGNC Symbol;Acc:HGNC:6762]	8379	protein_coding
ENSG00000002834	38792.32172929815	0.3067994496138639	0.059040032734338825	5.196464761365612	2.031140815782175e-7	3.089519021327508e-6	LASP1	LIM and SH3 protein 1 [Source:HGNC Symbol;Acc:HGNC:6513]	3927	protein_coding
ENSG00000002919	1248.820358019401	0.24739617035607955	0.16104724415447771	1.536171398988829	0.12449634868720501	0.22037261030934086	SNX11	sorting nexin 11 [Source:HGNC Symbol;Acc:HGNC:14975]	29916	protein_coding
ENSG00000003056	8390.396182183373	-0.10027797554993799	0.08000068026255015	-1.2534640358162057	0.21003687959128314	0.32812638562529994	M6PR	mannose-6-phosphate receptor, cation dependent [Source:HGNC Symbol;Acc:HGNC:6752]	4074	protein_coding
ENSG00000003137	640.0984841230382	0.19848940154886427	0.11274453041056337	1.7605235555645828	0.07831907719407208	0.15326471581390436	CYP26B1	cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]	56603	protein_coding
ENSG00000003147	246.42237379029385	0.24879086713489562	0.1863381131566252	1.3351582396123984	0.18182456142945858	0.29423600931075644	ICA1	islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]	3382	protein_coding
ENSG00000003249	321.9226940736442	0.5316745477727404	0.19621220633861194	2.709691500309652	0.006734581547881005	0.02090526355488062	DBNDD1	dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]	79007	protein_coding
ENSG00000003393	2627.726452650548	-0.452441596760072	0.14440988915668757	-3.1330374907300427	0.0017300734235421765	0.006821996520760554	ALS2	alsin Rho guanine nucleotide exchange factor ALS2 [Source:HGNC Symbol;Acc:HGNC:443]	57679	protein_coding
ENSG00000003400	240.35049505359868	-0.1542897646268711	0.1495598755328286	-1.0316253880072552	0.3022476423716621	0.4329922011741617	CASP10	caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]	843	protein_coding
ENSG00000003402	3897.8112764496223	-0.08272490318004082	0.12506705358337605	-0.6614444076984047	0.5083273550466334	0.6384880669441376	CFLAR	CASP8 and FADD like apoptosis regulator [Source:HGNC Symbol;Acc:HGNC:1876]	8837	protein_coding
ENSG00000003436	2326.732083398039	-0.44460263630359037	0.1487666664723178	-2.988590433908265	0.002802675454589888	0.010161348449568832	TFPI	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]	7035	protein_coding
ENSG00000003509	227.28652059304687	0.5406906332728907	0.19639390085348163	2.753092794242472	0.005903516051199785	0.01874542207183213	NDUFAF7	NADH:ubiquinone oxidoreductase complex assembly factor 7 [Source:HGNC Symbol;Acc:HGNC:28816]	55471	protein_coding
ENSG00000003756	4695.162066004396	-0.2907824858238032	0.17125470076847465	-1.6979533088374752	0.08951657459892365	0.17017243985812885	RBM5	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]	10181	protein_coding
ENSG00000003987	96.63437677020663	-0.6634751182311888	0.21456483536977536	-3.092189440491371	0.0019868600884241487	0.007662655231086398	MTMR7	myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]	9108	protein_coding
ENSG00000003989	2083.988227064276	0.4116928015775396	0.17927595160235843	2.2964195582165505	0.02165190374633419	0.05410895337138626	SLC7A2	solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]	6542	protein_coding
ENSG00000004059	3798.3568847638326	-0.2177498547968051	0.12246540525412508	-1.7780519677778184	0.07539532015287578	0.14899500161985166	ARF5	ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]	381	protein_coding
ENSG00000004142	1104.1127256186646	0.09375208658891511	0.12626472321983537	0.7425041943479845	0.4577819114747107	0.5912245349548407	POLDIP2	DNA polymerase delta interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23781]	26073	protein_coding
ENSG00000004399	2957.2030195425305	0.16292536952145334	0.08516628469883339	1.9130266172534482	0.055744645021923334	0.11672008855678324	PLXND1	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	23129	protein_coding
ENSG00000004455	7700.60328518735	-0.07062835650235691	0.07065333790026249	-0.9996464229624814	0.3174816486971835	0.4498305936602118	AK2	adenylate kinase 2 [Source:HGNC Symbol;Acc:HGNC:362]	204	protein_coding
ENSG00000004468	45.49676672910113	-3.3150929191795795	0.8387257684837082	-3.952534956893927	7.732762825376727e-5	5.054381814681382e-4	CD38	CD38 molecule [Source:HGNC Symbol;Acc:HGNC:1667]	952	protein_coding
ENSG00000004478	13347.995365606826	-0.3315952140698238	0.07102526071509843	-4.668694077730204	3.0312034815678375e-6	3.1748591567713924e-5	FKBP4	FKBP prolyl isomerase 4 [Source:HGNC Symbol;Acc:HGNC:3720]	2288	protein_coding
ENSG00000004487	5383.872156461869	-0.07572845001666478	0.1606008700155424	-0.47153200358961966	0.6372608709949344	0.7455064490820436	KDM1A	lysine demethylase 1A [Source:HGNC Symbol;Acc:HGNC:29079]	23028	protein_coding
ENSG00000004534	4906.45159236584	-0.5751856326153202	0.16004920901888278	-3.5938049062614184	3.2588388613220967e-4	0.0016777385786752284	RBM6	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]	10180	protein_coding
ENSG00000004660	487.2744317152106	-0.2714751273886964	0.15219876886156367	-1.783688064097441	0.074474366716242	0.1474905387433136	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]	84254	protein_coding
ENSG00000004700	4443.452458271135	0.20627128604721018	0.10792803915027722	1.9111927509402948	0.05597981511534421	0.11707089500597093	RECQL	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]	5965	protein_coding
ENSG00000004766	973.5846048148599	0.3651830014485686	0.11895855426525839	3.0698338905016396	0.002141778551609477	0.008157950904247532	VPS50	VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]	55610	protein_coding
ENSG00000004776	13.458265118817181	-0.4059790353043321	0.38159684574904656	-1.0638951548654054	0.28737619816931875	0.4173746963664448	HSPB6	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]	126393	protein_coding
ENSG00000004777	684.7233439699073	0.6355096572713121	0.24329128254851778	2.6121349298431076	0.008997873397245911	0.026664570501633147	ARHGAP33	Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]	115703	protein_coding
ENSG00000004779	3115.816981607864	-0.2594305592075897	0.07869333658051891	-3.2967284204824723	9.78180368847252e-4	0.00425043755757804	NDUFAB1	NADH:ubiquinone oxidoreductase subunit AB1 [Source:HGNC Symbol;Acc:HGNC:7694]	4706	protein_coding
ENSG00000004799	64.68760281139676	-1.1996578085586727	0.27342147641324094	-4.387577099999073	1.1462036786552542e-5	9.989084150821696e-5	PDK4	pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]	5166	protein_coding
ENSG00000004838	20.399210674948254	-0.4120356208690604	0.39759936740558127	-1.0363085423341558	0.30005822218828804	0.4308355756063823	ZMYND10	zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]	51364	protein_coding
ENSG00000004864	2643.6747785027746	0.15663909888570823	0.10782104968708384	1.4527691887651177	0.1462878493689331	0.24970568227461273	SLC25A13	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]	10165	protein_coding
ENSG00000004866	2792.1995245828816	-0.23068163248639248	0.11481305777126406	-2.009193352780197	0.044516632394114554	0.09746673646472513	ST7	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]	7982	protein_coding
ENSG00000004866	2792.1995245828816	-0.23068163248639248	0.11481305777126406	-2.009193352780197	0.044516632394114554	0.09746673646472513	ST7	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]	93655	protein_coding
ENSG00000004897	8729.869557103655	0.3619538025900271	0.12387096673066259	2.922022909347573	0.0034776595954479463	0.012141579494613804	CDC27	cell division cycle 27 [Source:HGNC Symbol;Acc:HGNC:1728]	996	protein_coding
ENSG00000004948	14.965119582035872	5.976027049138259	1.8645052724507922	3.205154277350523	0.0013499010485355592	0.0055506168633701015	CALCR	calcitonin receptor [Source:HGNC Symbol;Acc:HGNC:1440]	799	protein_coding
ENSG00000004961	3186.488858540169	-0.38189539171912146	0.11407786565034353	-3.347673008624276	8.149310356604933e-4	0.0036228743539132038	HCCS	holocytochrome c synthase [Source:HGNC Symbol;Acc:HGNC:4837]	3052	protein_coding
ENSG00000004975	4151.170442625459	-0.16915317578726952	0.08860348628475655	-1.909102935787876	0.05624881410799775	0.11749168180502334	DVL2	dishevelled segment polarity protein 2 [Source:HGNC Symbol;Acc:HGNC:3086]	1856	protein_coding
ENSG00000005001	484.20381707963134	-1.8098847680238208	0.26994930738271256	-6.704535698096498	2.0204775844354038e-11	8.66803649768464e-10	PRSS22	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]	64063	protein_coding
ENSG00000005007	13755.517268041262	-0.4723681601200917	0.0991424180077805	-4.764541450693902	1.892836052061619e-6	2.1186614841209897e-5	UPF1	UPF1 RNA helicase and ATPase [Source:HGNC Symbol;Acc:HGNC:9962]	5976	protein_coding
ENSG00000005020	1609.0850749494634	0.323258883204586	0.16095195970044918	2.0084184361980397	0.04459884540312988	0.0976004739025854	SKAP2	src kinase associated phosphoprotein 2 [Source:HGNC Symbol;Acc:HGNC:15687]	8935	protein_coding
ENSG00000005022	23621.89905714471	-0.1571267817217423	0.12511613225587093	-1.2558474985496468	0.20917126663540117	0.32706908618446784	SLC25A5	solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]	292	protein_coding
ENSG00000005059	2077.07937122938	-0.032328382095077025	0.10528966986289864	-0.3070422970949851	0.7588111777066318	0.8415916831663836	MCUB	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]	55013	protein_coding
ENSG00000005075	2143.8159328153884	-0.2903557106388984	0.13667848659823031	-2.124370249228805	0.033639195714555654	0.07738020169598235	POLR2J	RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]	5439	protein_coding
